"id_client","service_sauvegarde","service_antivirus","service_assurance","service_streaming_film","service_streaming_tv","service_support"
"DFQNQ32247","Yes","Yes","No","No","No","Yes"
"ECPJR89882","Yes","No","No","No","No","No"
"AXVKM47064","No","No","No","Yes","No","No"
"DLSLK06201","No","No","No","No","Yes","No"
"ATKGB13075","Yes","No","Yes","Yes","No","No"
"GSSXW60239","Yes","No","No","Yes","No","No"
"MUUQK05641","No","No","Yes","Yes","No","Yes"
"MFAJN61377","Yes","Yes","No","No","Yes","No"
"GVPEQ92061","No","Yes","No","Yes","Yes","Yes"
"PZMSN43955","Yes","No","No","Yes","No","No"
"ACWBI93894","No","No","No","No","No","No"
"ERLNB87751","No","No","No","No","No","No"
"RKJIF95747","Yes","Yes","No","No","Yes","No"
"WYOAW73151","No","No","No","Yes","Yes","Yes"
"IYUUQ32141","Yes","Yes","No","Yes","No","Yes"
"MFLUW41903","No","No","Yes","No","No","Yes"
"WLKUW21504","Yes","No","No","No","Yes","No"
"ZTVYB61716","Yes","Yes","No","No","No","Yes"
"VHVEG75906","Yes","No","No","No","No","No"
"EJEGL51868","No","Yes","Yes","No","Yes","Yes"
"VFRLC55503","No","No","No","No","No","No"
"JTUQI01961","No","No","No","No","No","No"
"SIMNS42994","No","Yes","No","No","No","No"
"PADAS47533","Yes","No","Yes","Yes","Yes","No"
"DIMPH36383","No","No","No","No","No","No"
"OFDBP67157","No","No","Yes","Yes","Yes","No"
"PXBAT01776","No","Yes","Yes","Yes","Yes","Yes"
"GHZEP12215","No","Yes","No","Yes","No","Yes"
"XKHMD88097","Yes","Yes","No","Yes","No","Yes"
"WXLCH93675","No","No","No","Yes","No","No"
"CFOCS19765","No","No","No","No","No","No"
"CHBFN22703","Yes","Yes","Yes","No","No","Yes"
"BOJKI20853","No","No","Yes","Yes","Yes","No"
"ERGBE96477","No","No","Yes","Yes","Yes","No"
"JIVPF78119","No","No","Yes","No","No","No"
"YDUVO62758","No","No","Yes","Yes","No","No"
"OZCZG76758","No","No","No","No","No","No"
"RLZVI49732","Yes","Yes","Yes","No","Yes","Yes"
"VJONK66506","No","No","No","No","No","No"
"SDJRD27544","No","No","No","Yes","Yes","Yes"
"LNMHF84068","Yes","Yes","Yes","No","No","No"
"SCGFC58162","Yes","No","No","No","No","No"
"FPVQN59822","Yes","No","Yes","Yes","No","No"
"ZWLVI09619","Yes","Yes","Yes","Yes","Yes","No"
"WBBMB87317","Yes","No","Yes","Yes","Yes","Yes"
"QVLZD90195","No","No","No","No","Yes","No"
"MSNLK80854","Yes","Yes","Yes","Yes","Yes","Yes"
"KEPFY51197","No","No","No","Yes","Yes","No"
"BXVOQ13097","No","No","Yes","Yes","Yes","Yes"
"URZQH77628","No","Yes","Yes","Yes","Yes","No"
"GAUUY53018","Yes","No","No","No","No","No"
"YQSNZ40865","No","No","No","No","Yes","No"
"KIELU98512","Yes","Yes","Yes","Yes","Yes","Yes"
"GZCDC72069","No","No","No","No","No","No"
"YNHNV84131","Yes","Yes","Yes","Yes","Yes","Yes"
"DMZUI13749","No","No","No","Yes","Yes","No"
"LNLOJ15254","No","No","Yes","No","Yes","No"
"DJQTB23466","No","No","No","No","No","No"
"DSWDF99272","Yes","Yes","No","Yes","Yes","Yes"
"APYLU60004","No","No","No","Yes","No","No"
"EVZWM00589","No","Yes","No","No","Yes","No"
"YNCJH16214","Yes","Yes","Yes","Yes","No","Yes"
"OCPZO08187","Yes","No","No","No","No","No"
"BRMNE50557","No","Yes","No","Yes","Yes","Yes"
"BPDVR04067","Yes","No","No","Yes","Yes","No"
"MOZQI09797","No","No","No","No","Yes","Yes"
"UOLQL62295","Yes","Yes","No","No","Yes","Yes"
"HQDTW33312","Yes","Yes","Yes","Yes","Yes","No"
"GFLBR30231","No","No","No","Yes","No","No"
"AFSSK53805","No","No","No","Yes","Yes","No"
"JGAAI46365","Yes","No","No","Yes","No","No"
"ESZXP01932","Yes","Yes","No","Yes","Yes","Yes"
"ZMGMO80163","Yes","No","Yes","No","Yes","No"
"XXZAM46475","No","No","No","No","No","No"
"JMMCV27532","Yes","No","Yes","Yes","No","Yes"
"CHQRU03229","No","No","No","No","No","No"
"DSEWS77991","No","Yes","Yes","No","Yes","Yes"
"CGBUZ22393","Yes","Yes","No","No","No","Yes"
"NQCPY62156","No","Yes","No","Yes","Yes","No"
"WDBXM04015","No","Yes","Yes","Yes","Yes","No"
"QLUZP03438","Yes","Yes","Yes","No","No","No"
"DVNDC98408","No","No","No","No","Yes","No"
"WFZSY03277","No","No","Yes","Yes","Yes","No"
"UEZOX47701","Yes","No","No","No","No","No"
"BSWXX82315","Yes","No","No","No","No","No"
"FSSMF56737","No","No","No","Yes","No","No"
"OVPWV80861","No","No","No","Yes","No","No"
"NIAUV96809","Yes","Yes","Yes","Yes","Yes","No"
"KYSAY19219","No","No","Yes","Yes","No","Yes"
"GWGOW93347","No","No","No","No","No","No"
"YRBXD65226","Yes","Yes","No","Yes","No","No"
"IMISP88191","Yes","No","No","No","No","No"
"HFWSV02361","No","No","No","Yes","Yes","No"
"LHTMA64863","No","No","Yes","No","Yes","No"
"LPGTI41741","Yes","No","No","Yes","No","Yes"
"WIOLX62079","Yes","Yes","Yes","Yes","Yes","No"
"SGKCL59478","Yes","No","Yes","Yes","Yes","No"
"OOLTO05083","No","No","No","No","No","No"
"PNAGI81828","No","No","No","No","No","Yes"
"XYMFH20707","No","No","Yes","No","No","No"
"QNVAS02181","Yes","No","No","Yes","Yes","No"
"UMTRK77486","No","No","No","Yes","Yes","Yes"
"QNOKA48474","No","No","No","No","No","No"
"MCYZG47278","No","No","No","Yes","No","No"
"RMNHO22112","Yes","No","Yes","Yes","Yes","Yes"
"IMVYU74599","Yes","Yes","Yes","No","No","Yes"
"EENBN15503","Yes","Yes","No","Yes","Yes","No"
"IJNDK86198","Yes","Yes","Yes","No","No","Yes"
"GMVQO07955","Yes","Yes","Yes","Yes","Yes","No"
"KXAPS39673","Yes","Yes","Yes","Yes","Yes","Yes"
"NJYBX37575","Yes","No","Yes","Yes","Yes","No"
"QOQTK29517","No","No","No","No","No","Yes"
"CANVH11836","No","No","No","No","Yes","Yes"
"HQWJU75207","Yes","Yes","Yes","No","No","No"
"ILGWO28836","Yes","No","No","Yes","Yes","Yes"
"CXOTM07258","No","Yes","Yes","Yes","Yes","Yes"
"WQDRE30583","No","No","No","No","No","No"
"GJJIQ89313","No","No","No","Yes","No","No"
"OBWQR67865","No","No","No","No","Yes","No"
"OGYTD29908","Yes","No","Yes","Yes","Yes","Yes"
"YPQFJ58756","No","No","No","No","No","No"
"MIIZL29841","No","No","Yes","No","No","No"
"CBBOM66538","No","No","No","No","No","No"
"RZNME75876","No","No","No","No","No","No"
"ONCAR38552","No","No","No","No","Yes","No"
"PHWON21055","No","No","Yes","Yes","No","Yes"
"ZRDBZ84438","No","No","No","No","No","No"
"MQJTP15911","No","Yes","Yes","Yes","No","No"
"DTODC15595","No","No","No","No","No","No"
"QVRRW45669","No","No","No","No","No","No"
"STPKP50924","No","Yes","No","No","No","Yes"
"JOJAI30949","No","No","No","No","No","No"
"VDUDS56503","No","No","No","No","No","No"
"IZETN30962","No","No","No","Yes","No","No"
"YRILK32548","Yes","No","No","No","Yes","No"
"ZGGAW78133","No","No","Yes","No","Yes","Yes"
"OZRIO57566","Yes","No","No","Yes","No","No"
"DJTSV10165","No","No","No","No","No","No"
"HMGYF52042","Yes","Yes","Yes","Yes","Yes","Yes"
"LVWZB36692","Yes","No","No","Yes","Yes","No"
"GVSIL25775","No","No","No","Yes","Yes","Yes"
"VVSGW14449","Yes","Yes","Yes","Yes","Yes","Yes"
"JPRRN54196","No","No","Yes","Yes","Yes","No"
"KKSLS46738","No","Yes","Yes","No","No","Yes"
"NIHPT44413","No","No","Yes","No","No","No"
"IKYZQ33155","No","Yes","Yes","No","Yes","Yes"
"DLWQN47269","Yes","Yes","No","No","Yes","No"
"AWNAU47303","No","Yes","Yes","Yes","Yes","Yes"
"LDKFL85641","Yes","No","Yes","Yes","Yes","No"
"IDVPU30972","No","No","No","No","No","No"
"KLZAR57297","No","No","No","Yes","No","No"
"TWCAU63529","No","No","No","No","Yes","No"
"OKETD82635","Yes","No","No","Yes","No","Yes"
"JCNZS32301","Yes","Yes","Yes","No","Yes","No"
"UXOVO10438","Yes","Yes","Yes","Yes","Yes","Yes"
"YOQBQ34109","Yes","No","Yes","Yes","Yes","Yes"
"DKEBR83755","No","No","No","No","No","No"
"OEBEY45086","Yes","Yes","Yes","Yes","No","Yes"
"ONTOV01516","No","No","No","No","No","No"
"GCYMI58845","No","No","No","No","No","No"
"HBJHH43556","No","Yes","Yes","Yes","Yes","No"
"UBQFS96993","Yes","Yes","No","No","Yes","No"
"UYUQS76587","No","No","Yes","No","Yes","No"
"TINQT42208","No","No","Yes","Yes","Yes","Yes"
"YAQAA97621","Yes","No","No","No","No","No"
"KGSLC02353","No","No","Yes","No","Yes","No"
"YLNTD97415","No","No","No","Yes","No","Yes"
"LGQCY37911","No","No","Yes","Yes","Yes","No"
"NVSQN58296","No","Yes","Yes","Yes","No","Yes"
"HMGPY08858","Yes","Yes","Yes","No","No","Yes"
"JMTTQ72457","Yes","No","Yes","Yes","Yes","Yes"
"ZKVAF24462","Yes","No","No","No","No","No"
"CEBNN65991","Yes","No","No","No","No","No"
"DZLYR59987","Yes","No","No","Yes","No","Yes"
"WOZCM42233","No","No","Yes","No","No","No"
"LTJNE49929","No","Yes","No","No","No","No"
"ESFLK80085","Yes","Yes","Yes","Yes","Yes","Yes"
"FXFVO57609","Yes","Yes","No","No","No","No"
"EDBPQ35699","No","Yes","No","No","No","Yes"
"NSDOA35001","Yes","No","No","Yes","No","Yes"
"ZCMCX85717","Yes","Yes","Yes","Yes","Yes","No"
"YPGHK66862","No","Yes","No","Yes","No","No"
"WPXBT30969","Yes","Yes","Yes","Yes","No","No"
"EOFPT22343","Yes","Yes","No","Yes","Yes","Yes"
"PPAXN64618","No","Yes","No","No","No","Yes"
"XCBDQ49581","No","No","Yes","Yes","Yes","No"
"OMNJE59893","Yes","Yes","Yes","Yes","Yes","No"
"EYFXX74027","No","No","No","Yes","Yes","No"
"JYWTO18134","No","Yes","No","No","No","No"
"LMBHI70326","No","Yes","No","No","Yes","No"
"MYQKX91917","No","No","Yes","No","No","No"
"AMORA11967","No","No","No","No","No","No"
"IYCGT05652","Yes","Yes","Yes","Yes","No","Yes"
"XSKYQ47767","No","No","No","No","No","Yes"
"DPSIA91142","Yes","Yes","Yes","Yes","No","Yes"
"ILDAL31437","Yes","No","No","Yes","No","Yes"
"IKPYH38718","No","No","No","No","No","No"
"ZPKFI32098","Yes","No","No","No","No","No"
"BMCLM98373","No","No","No","No","Yes","No"
"OGPJL40806","No","Yes","No","Yes","No","Yes"
"MVJCD30711","Yes","Yes","Yes","No","Yes","Yes"
"GKXMW78252","No","No","No","No","No","No"
"NNFWD67261","Yes","No","Yes","Yes","No","No"
"PTRYM58206","Yes","Yes","Yes","No","No","Yes"
"IFUVM07743","No","Yes","No","No","Yes","No"
"PJOCK20543","No","No","Yes","Yes","Yes","Yes"
"HKSBS77894","No","Yes","Yes","Yes","Yes","No"
"LADHQ66294","No","Yes","No","No","No","No"
"VOQCH14529","No","No","No","No","No","No"
"XACET02987","Yes","No","Yes","No","Yes","Yes"
"DVOIQ70288","No","No","Yes","Yes","Yes","No"
"LSYCE37332","Yes","No","No","No","No","No"
"VOFYX94321","No","No","No","No","No","No"
"KRXXO60321","No","No","No","Yes","Yes","No"
"IMKZG13936","No","No","No","Yes","Yes","Yes"
"IESCP01953","No","No","No","Yes","No","No"
"UXTPG75621","No","No","No","No","No","No"
"TABEH26565","Yes","No","No","Yes","Yes","No"
"PDADH20558","No","No","No","No","No","No"
"WFBHU28903","Yes","Yes","Yes","Yes","No","Yes"
"ILMNY61665","No","No","No","No","No","No"
"GNYDG65514","No","No","No","Yes","No","No"
"DZUOY26721","No","No","No","No","No","No"
"HVGBG71427","Yes","No","Yes","Yes","Yes","No"
"FOKWR45467","No","No","No","No","No","No"
"GIDIT63132","Yes","No","Yes","Yes","Yes","No"
"CBVOE51465","Yes","No","No","No","No","No"
"GSATL96199","Yes","No","No","No","No","Yes"
"ELEHO88087","No","No","Yes","No","No","No"
"UMGQA96443","No","Yes","No","No","No","No"
"TZDGH88539","Yes","No","Yes","Yes","Yes","Yes"
"WRNGR39992","Yes","No","No","Yes","Yes","No"
"HKOVS96916","Yes","Yes","Yes","Yes","Yes","Yes"
"VERSM14276","No","No","Yes","Yes","Yes","Yes"
"PHBTI12989","Yes","No","No","No","No","Yes"
"EKDPQ46627","No","No","No","Yes","No","No"
"JGQKH95863","Yes","No","No","Yes","Yes","Yes"
"RCVNS62615","Yes","Yes","Yes","Yes","No","Yes"
"LMSQS69461","No","Yes","No","Yes","No","No"
"RMJIK20752","No","Yes","No","No","No","No"
"ZKPAI32588","Yes","Yes","Yes","Yes","Yes","Yes"
"XFEHK93696","Yes","No","No","No","No","No"
"IQCTX35365","No","No","No","Yes","No","No"
"OWRHQ98505","No","No","No","No","No","No"
"VULGZ01966","No","No","No","Yes","No","No"
"RNCJT57481","No","No","Yes","Yes","Yes","Yes"
"XUTSN09284","No","No","No","Yes","No","No"
"YKYTC76111","No","Yes","No","No","No","No"
"KNFAJ09164","No","Yes","Yes","Yes","No","No"
"BMBTJ20457","Yes","Yes","Yes","Yes","Yes","No"
"LVHGK04714","No","No","Yes","Yes","Yes","No"
"KSVVJ19504","Yes","Yes","Yes","Yes","Yes","Yes"
"BEKZM15685","Yes","Yes","Yes","Yes","Yes","Yes"
"ESFUW34006","Yes","Yes","No","No","No","Yes"
"YKGXB97466","No","Yes","Yes","Yes","No","No"
"AVWCY63387","No","No","Yes","No","Yes","No"
"VYYWS48175","Yes","No","No","Yes","Yes","No"
"RVDTZ71367","No","No","No","Yes","Yes","No"
"ZUVBH51412","No","Yes","Yes","Yes","No","Yes"
"TSOFF48778","Yes","Yes","No","Yes","No","Yes"
"UNCIP03035","No","No","Yes","Yes","No","No"
"RYATB66186","No","No","Yes","No","No","No"
"RDDLZ78721","Yes","No","No","No","No","No"
"PWQVC91997","Yes","Yes","No","Yes","Yes","No"
"TKNYO69922","No","No","Yes","Yes","No","Yes"
"JHPFW02146","Yes","No","Yes","Yes","Yes","Yes"
"KYRCV66373","Yes","No","No","No","No","No"
"MNKLV35214","No","No","Yes","No","No","No"
"NNHNY46525","No","No","No","No","No","No"
"CVMDX54725","No","Yes","Yes","No","No","Yes"
"FZBJK83845","Yes","No","No","Yes","Yes","No"
"LBNQL25196","Yes","No","Yes","Yes","Yes","No"
"MMKGR20656","No","No","No","Yes","Yes","No"
"ORFBO00023","Yes","No","No","No","Yes","Yes"
"GCYEC60387","Yes","No","Yes","Yes","Yes","No"
"DKWBL00673","No","Yes","No","No","No","No"
"DQHEW08952","Yes","No","Yes","Yes","Yes","No"
"GZHZE92394","Yes","Yes","Yes","Yes","Yes","Yes"
"GITPX62833","Yes","Yes","Yes","No","Yes","Yes"
"TCZHQ66895","No","No","No","Yes","No","No"
"JOSRX49591","No","No","No","No","No","No"
"GTBJJ14282","Yes","No","No","No","No","No"
"GYZJC91709","Yes","Yes","Yes","Yes","No","Yes"
"ZVLCL86907","Yes","Yes","Yes","Yes","Yes","Yes"
"JTMUL58892","Yes","No","Yes","No","Yes","No"
"KTUMW43078","No","Yes","Yes","Yes","No","No"
"XIKAE59491","Yes","No","No","No","Yes","No"
"ADBRC58029","No","Yes","Yes","Yes","Yes","No"
"CTOUZ43663","Yes","No","No","Yes","Yes","Yes"
"RJYIG18493","No","Yes","No","No","Yes","No"
"OKOMC67134","No","Yes","No","No","No","No"
"LGXMC97827","No","Yes","Yes","No","No","Yes"
"FYSYG10494","Yes","No","Yes","No","No","No"
"JDNQG03203","No","Yes","No","Yes","Yes","Yes"
"YOLAC66144","Yes","Yes","No","Yes","Yes","Yes"
"PRFDV87221","No","Yes","Yes","Yes","Yes","No"
"NJVDP70306","No","Yes","No","Yes","No","Yes"
"MVMGC06076","Yes","No","Yes","Yes","Yes","No"
"YGPKE25414","No","Yes","No","Yes","No","Yes"
"TUSXH96923","No","Yes","No","Yes","Yes","No"
"CVPDX49226","Yes","No","Yes","Yes","Yes","No"
"CSKKM17502","No","No","No","No","Yes","No"
"BQDMA17284","No","No","No","No","No","No"
"AFHAB75218","No","No","No","No","No","No"
"YWPDW58686","Yes","No","No","Yes","No","No"
"REHCS13205","Yes","No","Yes","Yes","Yes","Yes"
"BQXZE10237","No","Yes","Yes","Yes","Yes","No"
"TRLPB58329","No","No","Yes","Yes","Yes","Yes"
"ACXBS96614","No","Yes","Yes","Yes","Yes","No"
"SADQS43237","No","Yes","No","No","No","Yes"
"MCQTK74705","No","No","Yes","Yes","Yes","No"
"RGMZO51362","Yes","No","No","No","Yes","Yes"
"CPZMK65432","Yes","No","No","No","No","No"
"GANIL78565","Yes","No","Yes","No","Yes","Yes"
"WNGVR44154","No","Yes","Yes","Yes","Yes","Yes"
"JHUZH34816","Yes","No","No","No","No","No"
"JSCFE52274","Yes","Yes","Yes","No","No","Yes"
"GPPIQ20915","Yes","No","No","Yes","Yes","Yes"
"YBLUR96431","Yes","No","Yes","Yes","No","No"
"IPPBE94199","No","No","Yes","Yes","No","No"
"VDUER28779","No","No","No","No","Yes","Yes"
"KHUVI29243","No","Yes","No","Yes","Yes","No"
"IFYUN04397","Yes","No","No","No","No","No"
"EKXTS25872","Yes","Yes","Yes","Yes","Yes","No"
"EIPZC66616","No","No","No","No","No","Yes"
"JYOJT57565","No","No","Yes","Yes","No","Yes"
"FDWOY32594","Yes","No","Yes","Yes","Yes","No"
"IVEVR14806","No","No","Yes","No","No","No"
"AAWZP80701","No","No","Yes","No","No","Yes"
"EWBQU20016","Yes","No","Yes","Yes","Yes","No"
"RMDHZ26068","Yes","No","No","No","No","No"
"YHHRX59562","Yes","No","Yes","Yes","Yes","No"
"NWSUP50811","Yes","No","No","Yes","No","Yes"
"RTZZA06129","No","No","No","No","No","No"
"MHMHY51032","No","No","No","No","No","No"
"NRGDP52694","No","No","Yes","Yes","Yes","Yes"
"QACRS86018","No","No","No","No","No","No"
"YDVLT63331","No","Yes","Yes","Yes","Yes","Yes"
"RIITO57305","Yes","Yes","No","No","No","No"
"QPFJD81256","No","Yes","Yes","Yes","Yes","Yes"
"OMFIW62706","Yes","No","No","Yes","Yes","No"
"CGSFV78798","Yes","Yes","No","Yes","Yes","No"
"SPZSI38706","Yes","Yes","Yes","Yes","Yes","Yes"
"GLDMH88736","No","No","No","No","No","No"
"LIBJC57166","Yes","No","Yes","Yes","Yes","No"
"ZBURT47136","No","No","Yes","Yes","Yes","No"
"MQAMG38708","Yes","No","Yes","Yes","Yes","Yes"
"SAHFP35503","No","No","No","Yes","No","No"
"UBQMV47003","No","Yes","No","Yes","Yes","No"
"BMPLR07276","No","No","Yes","Yes","Yes","No"
"FHKBK36274","No","Yes","No","No","No","No"
"KZXOP91421","No","No","No","No","No","No"
"BDHPY59805","Yes","Yes","Yes","Yes","Yes","Yes"
"LZMSV44188","Yes","No","Yes","No","No","Yes"
"QBNAZ81236","No","Yes","Yes","Yes","Yes","No"
"LKXBR07814","No","No","Yes","Yes","Yes","No"
"KGHOA99319","No","Yes","No","No","No","No"
"UGSUR71245","Yes","No","Yes","Yes","Yes","No"
"KRDTM53297","Yes","No","Yes","No","Yes","Yes"
"VRZHF10248","No","No","No","No","No","No"
"EWFMI44823","No","No","No","No","No","No"
"STIVR87523","No","No","No","No","Yes","No"
"HMWBV88789","No","No","Yes","No","No","No"
"GBUSH30507","No","No","No","No","Yes","No"
"BDGHG67189","No","No","No","No","Yes","Yes"
"ATQQS74814","No","No","Yes","Yes","No","No"
"XEHAX52036","Yes","Yes","No","Yes","No","No"
"TVLFN27406","No","No","No","No","No","No"
"LGEQW70546","No","No","No","No","No","No"
"PNEOF31661","No","Yes","Yes","Yes","Yes","Yes"
"HETAI45851","No","No","Yes","No","No","No"
"CASZJ08728","No","Yes","No","Yes","No","Yes"
"VJUZB73964","No","No","No","No","No","No"
"TBIYD83982","No","Yes","No","No","No","Yes"
"TIBIX25338","No","Yes","No","No","No","No"
"PJGGA14472","No","No","Yes","Yes","Yes","No"
"IJDHX69866","Yes","No","No","No","Yes","No"
"FTHLT36882","No","No","No","Yes","No","No"
"IVJNU52021","No","No","Yes","No","No","No"
"MTILT95721","Yes","Yes","Yes","No","Yes","Yes"
"PNKNK01977","No","Yes","Yes","No","No","No"
"JYHOQ72179","Yes","Yes","No","Yes","No","Yes"
"LGYHQ80875","No","No","Yes","Yes","Yes","No"
"WMOFI81845","No","Yes","Yes","Yes","No","Yes"
"WFCSM39952","No","No","Yes","Yes","No","No"
"QXKBE92537","No","No","No","Yes","Yes","No"
"GKCWQ20806","Yes","No","No","No","No","No"
"ERQOJ25199","No","No","Yes","Yes","Yes","Yes"
"GQWYX30741","No","No","No","No","No","No"
"HDPJV76608","No","No","No","No","No","No"
"UEFCZ43893","No","Yes","Yes","Yes","Yes","No"
"NNASM28561","No","No","No","Yes","Yes","No"
"YKXKD80659","No","No","No","No","No","No"
"MTGZX63657","No","No","No","Yes","Yes","Yes"
"VCIXC66822","Yes","Yes","No","No","Yes","Yes"
"KMGLI23595","Yes","No","No","No","No","No"
"WPJTV84336","No","No","Yes","Yes","Yes","Yes"
"PNTHC10614","No","Yes","Yes","Yes","Yes","Yes"
"AECUZ85801","No","No","No","No","Yes","No"
"TNLZA11046","Yes","No","No","Yes","Yes","Yes"
"BQPVU14429","Yes","No","No","No","No","No"
"PVRAN42771","No","No","No","No","Yes","No"
"BDPXA60775","No","No","No","No","No","No"
"OBZPH60051","Yes","No","No","No","Yes","No"
"LFHLY68948","No","No","No","No","No","No"
"ZUWZA14815","Yes","Yes","No","Yes","No","No"
"LFZVW27828","No","No","No","Yes","No","No"
"WXJAK52932","No","No","Yes","Yes","Yes","Yes"
"WRIDW84442","Yes","No","No","No","No","No"
"AJGEH32374","No","No","No","No","No","Yes"
"JLBGY69047","Yes","Yes","Yes","Yes","Yes","Yes"
"ENEJV96207","No","No","No","No","No","No"
"TEUJK53229","Yes","Yes","Yes","Yes","Yes","Yes"
"MVYRY64635","No","Yes","Yes","No","Yes","Yes"
"PTMEZ87187","Yes","No","No","No","No","No"
"NGNBH87222","No","Yes","Yes","No","No","Yes"
"TFSMK24325","No","No","Yes","No","Yes","No"
"TNCWL14728","Yes","No","No","Yes","Yes","No"
"BMAQU00143","No","Yes","No","No","No","Yes"
"FJDYW27249","No","No","Yes","Yes","Yes","Yes"
"YAACC70446","No","No","No","No","No","No"
"YWKHZ82907","No","No","No","Yes","Yes","No"
"QMGOE59088","No","No","No","No","No","No"
"KTRTH47956","Yes","No","No","No","No","No"
"JVQGF63415","No","Yes","Yes","Yes","Yes","Yes"
"JJAVA40651","Yes","No","No","No","No","No"
"QKYGT20184","No","No","No","Yes","No","No"
"FNIUJ73799","Yes","Yes","No","Yes","Yes","No"
"NPFWW58969","No","No","Yes","No","No","No"
"GFXLZ87912","Yes","No","No","No","No","No"
"QCBCA79084","No","No","No","No","No","No"
"TJMBR68777","No","No","No","No","Yes","Yes"
"UYDTX09758","Yes","Yes","Yes","Yes","Yes","Yes"
"LNWUM45816","No","No","Yes","Yes","Yes","No"
"TIALW49571","Yes","Yes","Yes","No","No","Yes"
"LIXVT49895","Yes","No","Yes","Yes","No","No"
"QGENL08866","No","Yes","Yes","Yes","Yes","No"
"ARNLO27992","No","No","No","No","No","No"
"VRMNM95788","No","No","Yes","Yes","No","No"
"URTMR89437","No","No","No","No","Yes","No"
"SHNDT79632","Yes","Yes","No","No","No","Yes"
"AKPIA45676","Yes","No","Yes","Yes","Yes","Yes"
"WTFIV69274","No","No","No","No","No","No"
"UXAGJ77671","No","No","No","No","No","No"
"DPADN48273","No","Yes","Yes","Yes","Yes","Yes"
"YPOEG57889","Yes","Yes","Yes","Yes","Yes","Yes"
"MQAOA16769","Yes","Yes","Yes","No","Yes","Yes"
"MSWXT51689","No","No","Yes","Yes","Yes","No"
"AZZPJ19766","Yes","Yes","No","No","No","No"
"SIHCH90572","No","No","No","Yes","Yes","No"
"DTFYB52293","Yes","No","No","Yes","Yes","Yes"
"DRBQT48182","Yes","No","No","No","No","No"
"GKNMI17661","No","No","No","Yes","No","No"
"HCJTI65029","Yes","Yes","No","Yes","No","No"
"ARSVR23236","Yes","Yes","Yes","Yes","Yes","Yes"
"AALRN31647","No","No","Yes","Yes","Yes","No"
"ZATLR60648","Yes","Yes","No","No","No","No"
"OHFMN26368","Yes","No","No","Yes","Yes","No"
"IAYHD69173","Yes","No","No","No","No","Yes"
"QWPNC01128","No","Yes","Yes","Yes","Yes","Yes"
"HFSBT52089","Yes","No","No","No","No","Yes"
"ULUHT64732","Yes","Yes","No","Yes","Yes","Yes"
"UWHNB75042","No","No","No","No","No","No"
"CJJKH50622","Yes","No","Yes","No","No","No"
"WUSPA22727","Yes","Yes","Yes","Yes","Yes","No"
"CGGUN62509","No","Yes","Yes","No","No","Yes"
"MHUMO96617","No","No","No","No","No","Yes"
"OLSKT51769","Yes","Yes","Yes","No","No","No"
"MIGPM51726","No","No","No","Yes","No","Yes"
"SAEJD81694","Yes","Yes","No","Yes","Yes","No"
"ISXZP35856","No","No","No","Yes","Yes","No"
"GLPQB21081","No","No","Yes","No","No","No"
"WTIPC60293","No","No","Yes","Yes","Yes","No"
"OSFEU23093","No","No","No","Yes","No","No"
"HEUZG04582","No","No","Yes","No","No","Yes"
"KLOTR72852","No","Yes","Yes","Yes","Yes","No"
"HBOBZ61965","Yes","Yes","Yes","No","Yes","No"
"VXRIL48726","Yes","Yes","No","No","No","Yes"
"HBGQN61946","Yes","Yes","Yes","No","Yes","Yes"
"LLOEI56813","No","Yes","Yes","No","No","Yes"
"HBSWP15365","No","No","No","No","No","Yes"
"JRWWP09883","No","No","No","No","Yes","No"
"JATSN36654","Yes","No","No","Yes","No","No"
"TCXKK18333","Yes","No","Yes","Yes","Yes","No"
"BRPCJ03243","Yes","No","No","Yes","Yes","No"
"SJHJV48215","No","Yes","No","No","Yes","No"
"GVBXT95813","No","Yes","Yes","No","No","No"
"XPFPU68929","Yes","No","Yes","Yes","Yes","No"
"WILMM11873","Yes","Yes","Yes","Yes","Yes","Yes"
"CYRBD41097","No","No","No","No","No","No"
"XWSCN09134","No","No","No","Yes","No","No"
"VVWLQ88377","No","Yes","No","No","Yes","No"
"HOVES63459","No","No","No","No","No","No"
"DCJWY32444","No","No","No","No","No","No"
"DCXNF87352","No","Yes","No","No","No","Yes"
"CFLYY56766","Yes","No","No","Yes","Yes","Yes"
"QYOHV82173","No","Yes","No","No","No","Yes"
"WYVVE24867","No","No","Yes","Yes","Yes","Yes"
"BASKD20246","No","No","Yes","No","No","No"
"IJEQJ53665","No","No","Yes","No","Yes","No"
"FJGCV35209","Yes","Yes","Yes","Yes","Yes","Yes"
"ZGYUW42289","Yes","No","No","Yes","No","No"
"BRXPO96019","No","No","Yes","Yes","Yes","Yes"
"LJDFO84953","No","Yes","Yes","Yes","Yes","Yes"
"JVVQY56968","Yes","Yes","Yes","Yes","No","No"
"GHNWN22039","No","No","Yes","No","No","No"
"UTFKA94895","No","Yes","No","No","Yes","No"
"LYCOI41294","Yes","No","No","Yes","Yes","Yes"
"BOVXD22574","No","No","No","No","Yes","Yes"
"EGQFK51439","No","No","No","No","No","Yes"
"TGFHX98332","No","Yes","No","Yes","Yes","No"
"LLFYV53659","No","No","No","No","No","No"
"HRXRK94081","Yes","Yes","No","Yes","Yes","No"
"RHDJD15651","Yes","No","Yes","No","No","No"
"WFARN11508","No","Yes","Yes","Yes","Yes","Yes"
